GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_005771675.1	10613888	GCF_005771675.1	10706128	
GCA_900177645.1	4416538	GCF_900177645.1	4425598	
GCA_004765815.2	16310298	GCF_004765815.2	16415418	
GCA_900109285.1	3698738	GCF_900109285.1	4887608	
GCA_002003665.1	4134788	GCF_002003665.1	4138778	
GCA_002105285.1	4402038	GCF_002105285.1	4405858	
GCA_014650715.1	22193918	GCF_014650715.1	22232898	
GCA_004005475.1	8206958	GCF_004005475.1	8227328	
GCA_006874425.1	11938318	GCF_006874425.1	12153538	
GCA_003610805.1	7518538	GCF_003610805.1	7536458	
GCA_004363095.1	8770758	GCF_004363095.1	8787818	
GCA_900112205.1	3705368	GCF_900112205.1	4868368	
GCA_003314975.1	6829118	GCF_003314975.1	6907338	
GCA_003047295.1	6363248	GCF_003047295.1	6403308	
GCA_003675855.1	7620488	GCF_003675855.1	7637048	
GCA_010894435.1	17043658	GCF_010894435.1	17320778	
GCA_009900715.1	15850078	GCF_009900715.1	15860128	
GCA_902459705.1	14128008	GCF_902459705.1	14196588	
GCA_001418015.1	2535838	GCF_001418015.1	2537608	
GCA_011745685.2	20100758	GCF_011745685.2	20119518	
GCA_900129555.1	3780028	GCF_900129555.1	3843848	
GCA_006476605.1	11497208	GCF_006476605.1	11562738	
GCA_003026215.1	6311218	GCF_003026215.1	6327568	
GCA_003260125.1	6715678	GCF_003260125.1	6725858	
GCA_016623615.1	24539858	GCF_016623615.1	24576578	
GCA_002019695.1	4182878	GCF_002019695.1	4191938	
GCA_003688665.1	7637608	GCF_003688665.1	7642608	
GCA_019093865.1	27660118	GCF_019093865.1	27672998	
GCA_004214935.1	8555728	GCF_004214935.1	8636208	
GCA_003003265.1	6234348	GCF_003003265.1	6248208	
GCA_900141885.1	3779548	GCF_900141885.1	3841288	
GCA_004005935.1	8207378	GCF_004005935.1	8226408	
GCA_900116065.1	3709768	GCF_900116065.1	4884408	
GCA_014203235.1	21607568	GCF_014203235.1	21661008	
GCA_001661915.1	3297498	GCF_001661915.1	3395178	
GCA_000940515.1	1655558	GCF_000940515.1	1660618	
GCA_002209565.1	4634488	GCF_002209565.1	4638828	
GCA_902459595.1	14127868	GCF_902459595.1	14181688	
GCA_001482195.1	2741178	GCF_001482195.1	2751588	
GCA_001544375.1	2855528	GCF_001544375.1	3398948	
GCA_003259505.1	6705928	GCF_003259505.1	6718038	
GCA_900110035.1	3696608	GCF_900110035.1	4892688	
GCA_000971175.1	1725448	GCF_000971175.1	3139838	
GCA_003574315.1	7458478	GCF_003574315.1	7467378	
